"Age","Traffic","Spans","Length","ImprovementCost","Humidity","Temperature","DaysBelow0C","Wetness","Precipitation"
70,11760,3,107,760,75,18.3,16,4199,1141.68
87,7380,3,32.2,159,78,16,50,4568,1345.25
53,4860,4,250,977,76,20,3,4432,1557.81
82,2230,2,21,82,79,19.4,13,4642,1418.14
63,11650,2,24,94,77,16.2,47,4355,1210.12
36,390,4,160.1,625,81,19.7,9,5250,1452.15
55,105190,3,171.9,1955,76,16.8,41,4359,1120.56
10,400,3,20.3,1,77,18.5,19,4761,1162.61
32,490,2,21,0,79,18.9,10,4683,1302.41
66,280,3,25.9,102,76,18.4,15,4225,1431.38
37,20,5,200.1,781,77,16.8,38,4652,1241.05
45,44080,7,279.9,1094,77,17.3,33,4649,1148.89
63,5580,1,169.9,664,80,19.3,11,4951,1474.19
12,12030,3,152.9,598,77,16.2,47,4355,1210.12
50,33350,3,160.1,796,76,20,3,4432,1557.81
85,6470,2,21,82,77,16.8,38,4652,1241.05
14,1930,2,100.1,0,77,16.2,47,4355,1210.12
26,580,3,34.1,133,76,17.2,36,4474,1115.61
9,6320,1,65,0,76,18.2,22,4269,1023.09
53,17470,3,149.9,586,78,15.6,57,4521,1462.63
56,490,1,60,170,78,15.1,59,4627,1252.83
35,27980,3,193.9,0,77,16.8,38,4652,1241.05
22,104,3,32.2,125,76,17.8,27,4512,1039.26
39,4640,1,84,239,77,16.2,47,4355,1210.12
30,490,3,33.1,129,78,15.1,59,4627,1252.83
48,36020,4,44,0,77,16.2,47,4355,1210.12
38,4720,2,295.9,1157,76,16.8,41,4359,1120.56
31,210,5,49.9,195,77,18.5,19,4761,1162.61
87,1410,4,104,406,75,18.7,16,4211,1174.05
62,570,3,43,168,78,19.1,8,4599,1293.02
33,1930,4,65,180,77,16.4,43,4521,1263.46
7,4110,3,225.1,19980,78,16,50,4568,1345.25
58,8840,12,1223.1,7385,76,17.8,27,4512,1039.26
48,490,3,193.9,758,76,16.7,39,4482,1150.77
29,500,5,70.5,1,76,19.5,6,4317,1325.87
27,600,3,25.9,102,75,19.3,7,4325,1544.85
40,4290,3,44.9,176,78,15.6,57,4521,1462.63
21,1280,2,22,86,74,18,19,3993,1394.54
71,12130,3,240.2,938,77,16.3,43,4537,1196.86
27,20,3,28.9,113,77,17.9,25,4528,1072.98
23,1230,5,165,645,79,18.9,10,4683,1302.41
46,960,2,21,82,78,15.8,52,4607,1283.64
63,600,5,149.9,586,77,17.9,25,4528,1072.98
35,13740,2,24.9,0,78,14.4,69,4451,1510
57,490,13,259.8,1016,78,20.4,4,4824,1481.42
91,3710,2,21,82,77,16.4,43,4521,1263.46
12,5320,3,209,0,75,18.6,16,4198,1088.31
55,140,6,46.9,184,77,18.8,14,4423,1133.43
42,950,2,21,82,78,16,50,4568,1345.25
86,4530,2,21,0,75,18.6,16,4198,1088.31
26,5520,3,102,399,77,19.9,5,4656,1447.84
50,4710,4,23,139,79,19.9,5,4891,1458.74
48,190,4,81,316,78,19.4,8,4437,1294.62
17,3520,3,120.1,469,75,18.6,16,4198,1088.31
48,2100,9,324.1,1266,80,19.3,11,4951,1474.19
20,6180,8,720.1,0,78,15.1,59,4627,1252.83
57,490,4,40,156,79,18.9,10,4683,1302.41
51,290,4,315.9,0,76,18.2,22,4269,1023.09
48,1930,4,311,1215,76,16.7,39,4482,1150.77
20,1096,1,74.1,210,77,16.3,43,4537,1196.86
37,490,1,42,0,79,18.9,10,4683,1302.41
71,400,3,32.2,0,75,18.6,16,4198,1088.31
31,230,7,279.9,1094,77,18.8,14,4423,1133.43
73,4030,6,53.1,207,79,18.9,10,4683,1302.41
42,190,11,210,821,80,19.3,11,4951,1474.19
31,600,4,45.9,180,78,13.7,74,4453,1501.58
23,5450,4,359.9,1407,76,20,3,4432,1557.81
50,490,4,128,500,80,20,3,5022,1417.15
39,600,4,49.9,0,78,14.4,69,4451,1510
66,880,6,75.1,293,79,18.9,10,4683,1302.41
52,67920,3,23,188,76,20,3,4432,1557.81
51,19340,3,37.1,0,75,18.6,16,4198,1088.31
63,2700,4,120.1,469,76,16.7,39,4482,1150.77
62,490,2,24.9,98,76,17.8,27,4512,1039.26
42,1570,2,21,82,79,19.5,8,4841,1472.46
14,2190,12,560,2188,77,17.3,31,4643,1076.38
51,490,3,33.1,129,78,15.1,59,4627,1252.83
29,500,4,56.1,1,76,20,3,4432,1557.81
32,490,4,39,152,75,18.7,16,4211,1174.05
37,490,3,36.1,141,78,18.9,14,4676,1384.74
21,2780,3,307.1,1200,78,18.9,14,4676,1384.74
41,840,3,41,160,77,18.8,14,4423,1133.43
59,820,6,198.2,774,76,18.9,14,4231,1334.9
55,32850,4,40,242,76,17.2,36,4474,1115.61
72,290,2,21,0,76,18.6,20,4202,1137.8
32,1160,3,40,156,75,18.3,16,4199,1141.68
47,2030,3,32.2,0,76,17.2,36,4474,1115.61
44,1470,4,43,168,75,17.7,25,4277,1191.47
27,1930,2,21,82,77,16.4,43,4521,1263.46
61,4760,8,319.9,2273,74,18.2,25,4253,1055.31
63,132720,4,49.9,622,76,16.8,41,4359,1120.56
62,180,4,23,90,76,18.2,22,4269,1023.09
5,40,8,160.1,14208,77,18.5,15,4386,1102.21
34,1390,5,200.1,781,75,18.3,16,4199,1141.68
32,7320,3,225.1,879,76,18.2,22,4269,1023.09
25,18730,3,38.1,148,76,20,3,4432,1557.81
14,750,3,111.9,438,79,15.6,59,4612,1608.46
42,130,3,25.9,102,79,19.9,5,4891,1458.74
54,1930,1,25.9,102,77,16.3,43,4537,1196.86
57,490,3,28.9,113,78,20.4,4,4824,1481.42
46,7920,2,22,0,77,16.8,38,4652,1241.05
42,350,7,142.1,555,77,18.8,14,4423,1133.43
26,10580,3,200.1,781,76,16.8,41,4359,1120.56
46,45740,27,1107,5505,76,20,3,4432,1557.81
54,5280,3,204.1,797,80,19.3,11,4951,1474.19
38,74810,3,223.1,1347,76,16.8,41,4359,1120.56
46,600,3,32.2,125,78,16,50,4568,1345.25
46,410,10,200.1,781,79,19.4,13,4642,1418.14
14,3070,3,120.1,469,76,18.6,20,4202,1137.8
7,31025,3,315,27972,77,16.2,47,4355,1210.12
31,490,3,32.2,125,78,15.1,59,4627,1252.83
35,5110,4,40,156,79,15.6,59,4612,1608.46
16,90,1,36.1,141,78,16,50,4568,1345.25
33,1940,2,22,86,76,16.8,41,4359,1120.56
49,70980,5,200.1,781,77,16.2,47,4355,1210.12
43,38330,3,144,563,76,20,3,4432,1557.81
24,104,3,22,86,77,17.3,31,4643,1076.38
59,4160,4,316.9,0,76,16.8,41,4359,1120.56
27,1650,4,30.8,121,76,19.2,9,4289,1149.91
68,13260,2,22,109,77,16.3,43,4537,1196.86
64,230,2,21,82,77,18.5,15,4386,1102.21
52,42640,3,29.9,245,78,20.7,0,4392,1541.35
9,100,3,32.2,2841,78,15.8,52,4607,1283.64
18,20,2,80.1,313,80,19.3,11,4951,1474.19
55,1930,1,24.9,98,77,16.4,43,4521,1263.46
32,7320,3,225.1,879,76,18.2,22,4269,1023.09
18,22220,3,25.9,2294,76,20,3,4432,1557.81
30,20,1,49.9,195,75,17.7,25,4277,1191.47
68,14160,5,395,2806,78,16,50,4568,1345.25
62,600,4,64,66,76,18.6,20,4202,1137.8
4,6750,3,89.9,7992,79,19.9,5,4891,1458.74
57,600,2,21,82,77,18.5,15,4386,1102.21
34,560,4,48.9,191,78,18.9,14,4676,1384.74
38,240,3,120.1,469,78,16,50,4568,1345.25
68,490,3,32.2,125,78,19.1,8,4599,1293.02
26,460,6,59.1,231,75,19.3,7,4325,1544.85
16,40,5,47.9,0,80,19.3,11,4951,1474.19
60,1930,2,45.9,180,77,16.2,47,4355,1210.12
22,10950,4,40,199,79,18.9,10,4683,1302.41
93,10120,2,30.8,121,78,16,50,4568,1345.25
51,670,2,24,94,78,15.8,52,4607,1283.64
36,330,3,33.1,129,78,15.1,59,4627,1252.83
89,13050,3,32.2,227,78,15.6,57,4521,1462.63
2,700,4,160.1,14208,76,16.7,39,4482,1150.77
63,440,5,149.9,586,75,18.3,16,4199,1141.68
59,33790,8,312,1219,77,17.3,33,4649,1148.89
30,1700,4,160.1,625,76,19.2,13,4163,1241.28
9,26640,3,362.9,32264,77,16.2,47,4355,1210.12
52,490,4,40,156,77,18.5,15,4386,1102.21
4,350,4,169.9,15096,76,18.2,22,4269,1023.09
54,490,3,32.2,125,76,18.4,15,4225,1431.38
36,18460,6,228,1620,76,17.8,27,4512,1039.26
28,4960,6,180.1,703,81,19.7,9,5250,1452.15
62,230,8,160.1,625,77,18.5,15,4386,1102.21
25,100,3,32.2,125,75,17.7,25,4277,1191.47
17,8030,15,884.8,3458,76,18.4,15,4225,1431.38
50,80,3,32.2,125,76,18.6,20,4202,1137.8
31,2340,12,859.9,0,79,19.4,10,4738,1381.25
53,15470,4,151.9,594,76,16.8,41,4359,1120.56
31,490,3,29.9,117,78,14.4,69,4451,1510
33,1750,4,151.9,594,77,17.3,31,4643,1076.38
4,430,1,540,47952,76,19.2,13,4163,1241.28
60,1940,2,60,234,77,16.2,47,4355,1210.12
21,16380,4,288.1,1125,76,16.7,39,4482,1150.77
37,490,3,37.1,145,77,16.4,43,4521,1263.46
54,198060,3,160.1,1989,77,16.2,47,4355,1210.12
28,490,3,32.2,0,80,19.3,11,4951,1474.19
84,3560,2,21,82,76,16.7,39,4482,1150.77
80,6960,6,201.1,785,76,17.8,27,4512,1039.26
64,1390,3,37.1,145,77,16.4,43,4521,1263.46
27,2860,3,169.9,664,77,16.2,47,4355,1210.12
87,39000,3,36.1,217,76,16.8,41,4359,1120.56
44,1100,3,120.1,0,77,16.8,38,4652,1241.05
56,20130,3,130.9,512,76,20,3,4432,1557.81
31,1040,4,144,563,79,19.5,8,4841,1472.46
53,15090,5,319.9,1932,77,16.2,47,4355,1210.12
47,2630,6,419.9,1641,78,16,50,4568,1345.25
31,9560,4,54.1,326,78,15.8,52,4607,1283.64
36,14330,3,32.2,193,76,16.8,41,4359,1120.56
61,490,6,222.1,867,80,20,3,5022,1417.15
36,490,3,28.9,113,78,15.1,59,4627,1252.83
15,6710,1,71.9,205,77,16.4,43,4521,1263.46
29,3170,3,89.9,352,80,19.3,11,4951,1474.19
66,9090,1,38.1,148,77,16.2,47,4355,1210.12
71,560,3,26.9,105,79,19.4,10,4738,1381.25
42,600,3,32.2,125,78,15.1,59,4627,1252.83
71,710,3,63,246,77,18.5,15,4386,1102.21
57,82790,2,24.9,258,74,18,19,3993,1394.54
29,21070,2,21,127,77,16.4,43,4521,1263.46
22,20590,4,292,3008,78,16,50,4568,1345.25
53,43140,4,224.1,875,76,19.2,13,4163,1241.28
27,11720,3,220.1,860,77,16.8,38,4652,1241.05
29,1096,4,53.1,207,74,18.2,25,4253,1055.31
52,58570,3,190.9,1560,78,16,50,4568,1345.25
49,1100,11,220.1,860,75,18.6,16,4198,1088.31
44,60,2,29.9,117,80,19.3,11,4951,1474.19
49,240,4,44,0,77,19.9,5,4656,1447.84
63,460,4,136.2,531,80,19.3,11,4951,1474.19
42,80,4,140.1,547,75,18.7,16,4211,1174.05
50,430,4,120.1,469,79,19.4,13,4642,1418.14
36,1930,3,32.2,0,77,16.2,47,4355,1210.12
32,800,7,270,1055,76,19.2,9,4289,1149.91
49,740,5,169.9,664,76,16.7,39,4482,1150.77
27,50,5,100.1,391,79,18.9,10,4683,1302.41
53,600,6,123,481,77,17.3,33,4649,1148.89
16,880,5,200.1,0,77,19.9,5,4656,1447.84
45,2710,3,113.8,0,75,18.6,16,4198,1088.31
35,490,4,43,168,78,14.4,69,4451,1510
43,75420,4,209,817,77,16.2,47,4355,1210.12
36,22010,5,919,5549,77,16.2,47,4355,1210.12
62,20,13,208,216,77,17.9,25,4528,1072.98
43,490,6,120.1,469,79,19.5,8,4841,1472.46
26,20,2,21,82,76,17.8,27,4512,1039.26
71,490,2,24,94,78,16,50,4568,1345.25
35,26020,2,24.9,151,76,16.7,39,4482,1150.77
49,1280,3,89.9,352,78,14.4,69,4451,1510
39,29310,3,38.1,229,76,16.8,41,4359,1120.56
49,129020,2,230,0,77,16.2,47,4355,1210.12
27,490,3,100.1,0,79,18.9,10,4683,1302.41
38,3230,3,27.9,109,78,15.8,52,4607,1283.64
38,600,5,180.1,703,77,17.9,25,4528,1072.98
46,490,3,32.2,125,78,19.1,8,4599,1293.02
56,500,4,272,1642,74,18.2,25,4253,1055.31
31,23830,3,29.9,277,77,16.2,47,4355,1210.12
55,1620,4,288.1,1125,78,15.1,59,4627,1252.83
11,740,1,115.2,327,78,14.9,65,4524,1515.94
81,3990,3,33.1,129,77,16.4,43,4521,1263.46
6,740,1,120.1,10656,76,17.3,32,4479,1129.57
30,130,3,23,90,77,16.8,38,4652,1241.05
7,4110,3,359.9,31968,77,16.3,43,4537,1196.86
60,600,1,28.9,113,78,13.7,74,4453,1501.58
34,490,2,21,82,77,16.4,43,4521,1263.46
95,8600,3,32.2,0,77,16.8,38,4652,1241.05
23,60,2,21,82,79,19.4,13,4642,1418.14
29,3140,5,165,469,76,20,3,4432,1557.81
67,7830,22,374,1461,76,18.2,22,4269,1023.09
25,7400,2,30.8,187,78,16,50,4568,1345.25
32,300,3,24.9,98,77,16.3,43,4537,1196.86
29,20160,3,23,139,77,16.4,43,4521,1263.46
35,600,2,49.9,195,78,13.7,74,4453,1501.58
73,1390,3,32.2,125,79,19.5,8,4841,1472.46
32,1170,3,96.1,375,79,19.5,8,4841,1472.46
12,1840,2,175.9,688,77,16.4,43,4521,1263.46
71,1880,3,33.1,129,80,19.3,11,4951,1474.19
16,2270,3,120.1,469,77,17.3,31,4643,1076.38
18,22190,3,279.9,1094,74,18,19,3993,1394.54
58,2830,4,111.9,438,78,19.1,8,4599,1293.02
54,490,12,240.2,938,75,18.7,16,4211,1174.05
24,750,2,437,1707,75,18.7,16,4211,1174.05
52,5440,3,37.1,145,77,16.8,38,4652,1241.05
62,41890,3,149.9,1225,77,18.5,15,4386,1102.21
48,150,2,24,94,75,17.7,25,4277,1191.47
55,510,5,149.9,586,76,17.5,32,4518,1116.36
33,24920,1,60,362,77,16.4,43,4521,1263.46
28,104,5,50.9,199,76,17.8,27,4512,1039.26
62,490,7,266.1,1039,77,17.3,31,4643,1076.38
53,10710,3,33.1,129,77,16.2,47,4355,1210.12
50,160,5,102,399,79,19.5,8,4841,1472.46
74,520,2,21,82,77,18.5,19,4761,1162.61
33,600,3,109.9,313,78,14.9,65,4524,1515.94
14,4400,5,415,0,78,16,50,4568,1345.25
25,1930,4,43,168,77,16.3,43,4537,1196.86
15,630,3,32.2,125,76,17.2,36,4474,1115.61
22,560,6,240.2,0,77,17.9,25,4528,1072.98
52,180,5,102,0,77,18.5,15,4386,1102.21
9,3080,3,100.1,0,79,18.9,10,4683,1302.41
40,510,3,60,234,76,18.9,14,4231,1334.9
12,1240,4,240.2,938,76,18.9,14,4231,1334.9
51,18740,2,28.9,175,77,16.3,43,4537,1196.86
26,24200,4,299.9,1172,77,16.2,47,4355,1210.12
15,14660,3,26.9,163,77,17.9,30,4756,1107.59
93,3400,1,34.1,133,76,16.8,41,4359,1120.56
22,1930,4,44.9,176,77,16.2,47,4355,1210.12
3,10000,3,214.9,19092,74,18,19,3993,1394.54
46,590,3,23,90,76,19.5,6,4317,1325.87
64,280,3,28.9,113,79,19.5,8,4841,1472.46
82,15960,1,82,0,74,18,19,3993,1394.54
7,150,1,75.1,6660,77,17.3,33,4649,1148.89
43,14890,3,299.9,2131,77,16.2,47,4355,1210.12
53,116430,4,305.1,1842,77,16.2,47,4355,1210.12
62,1150,2,24,94,76,17.2,36,4474,1115.61
36,490,3,32.2,125,77,17.3,31,4643,1076.38
23,1940,1,86.9,340,76,16.8,41,4359,1120.56
61,239000,3,39,568,77,16.2,47,4355,1210.12
31,10870,4,61,433,76,17.2,36,4474,1115.61
19,3520,3,121.1,473,75,18.6,16,4198,1088.31
20,104,6,120.1,469,79,19.4,13,4642,1418.14
45,17460,8,535.1,2090,76,18.9,14,4231,1334.9
27,590,4,140.1,0,77,17.3,31,4643,1076.38
57,50,3,60,234,77,18.5,15,4386,1102.21
54,260,7,279.9,1094,76,19.2,9,4289,1149.91
2,8000,3,105,9324,78,16,50,4568,1345.25
28,100,4,41,160,79,18.9,10,4683,1302.41
37,490,5,169.9,664,76,16.7,39,4482,1150.77
24,20,2,29.9,117,78,20.4,4,4824,1481.42
42,7320,4,44.9,176,77,16.4,43,4521,1263.46
53,23710,2,24.9,0,77,16.2,47,4355,1210.12
5,7800,4,408.1,36230,78,20.7,0,4392,1541.35
71,5650,3,28.9,113,78,19.1,8,4599,1293.02
60,30260,4,128,0,76,16.8,41,4359,1120.56
79,34880,7,144,716,76,17.8,27,4512,1039.26
55,104,1,21,60,78,13.4,76,4325,1558.15
17,420,3,234.9,918,76,17.3,32,4479,1129.57
30,2900,4,120.1,469,76,18.2,22,4269,1023.09
24,490,4,32.2,125,75,18.7,16,4211,1174.05
62,8480,4,215.9,0,78,14.9,65,4524,1515.94
48,1670,2,22,86,77,16.4,43,4521,1263.46
32,50,4,60,234,77,18.5,19,4761,1162.61
7,5530,1,97.1,8584,76,20,3,4432,1557.81
61,490,2,24,0,77,16.8,38,4652,1241.05
4,410,5,250,22200,76,17.3,32,4479,1129.57
20,490,3,34.1,133,78,15.1,59,4627,1252.83
68,570,3,27.9,109,78,18.9,14,4676,1384.74
60,440,3,76.1,297,78,13.4,76,4325,1558.15
68,18890,5,160.1,966,76,19.2,13,4163,1241.28
32,1030,2,30.8,121,74,18,19,3993,1394.54
40,200,4,160.1,625,78,13.4,76,4325,1558.15
50,560,3,32.2,125,78,19.1,8,4599,1293.02
52,1980,3,23,90,79,19.5,8,4841,1472.46
41,600,2,22,86,77,16.4,43,4521,1263.46
34,280,3,29.9,117,77,17.9,25,4528,1072.98
30,40,5,105,410,79,19.4,13,4642,1418.14
70,2090,3,32.2,125,75,18.7,16,4211,1174.05
19,3240,3,215.9,844,76,18.9,14,4231,1334.9
47,1600,6,204.1,797,75,18.7,16,4211,1174.05
37,4940,5,286.1,1117,76,18.2,22,4269,1023.09
40,5390,5,200.1,781,75,17.7,25,4277,1191.47
60,100,3,23,90,77,18.5,15,4386,1102.21
43,38330,7,503.9,1969,76,20,3,4432,1557.81
25,490,3,28.9,113,78,15.1,59,4627,1252.83
42,350,5,102,399,77,18.8,14,4423,1133.43
32,4790,2,42,209,74,18,19,3993,1394.54
26,104,3,113.8,445,76,17.2,36,4474,1115.61
16,2820,6,589.9,2305,79,19.4,10,4738,1381.25
20,600,7,250,977,77,16.4,43,4521,1263.46
45,19600,3,28.9,113,76,18.9,14,4231,1334.9
92,16660,1,24,94,77,17.9,30,4756,1107.59
58,18050,4,240.2,938,75,18.7,16,4211,1174.05
32,520,2,21,82,77,18.5,19,4761,1162.61
38,6330,1,128,364,76,16.8,41,4359,1120.56
18,2020,4,43,168,78,15.6,57,4521,1462.63
67,640,6,60,234,78,19.4,8,4437,1294.62
59,38330,5,220.1,860,78,15.8,52,4607,1283.64
72,1768,3,25.9,102,77,17.9,30,4756,1107.59
2,100,5,100.1,8880,76,18.2,22,4269,1023.09
19,6420,2,1339.9,9519,76,18.4,15,4225,1431.38
37,19870,2,24.9,0,77,16.2,47,4355,1210.12
42,1768,6,41,160,76,18.2,22,4269,1023.09
53,2070,3,173.9,680,77,16.3,43,4537,1196.86
21,1980,4,21,0,75,18.6,16,4198,1088.31
50,1960,2,34.1,133,79,19.9,5,4891,1458.74
63,500,3,84,328,81,19.7,9,5250,1452.15
64,5470,1,29.9,117,77,16.2,47,4355,1210.12
44,2940,3,118.1,461,77,16.2,47,4355,1210.12
20,3750,2,282.2,1402,78,15.8,52,4607,1283.64
28,110,15,299.9,1172,80,19.3,11,4951,1474.19
94,23750,3,76.1,459,77,17.3,31,4643,1076.38
83,490,3,32.2,125,77,18.5,19,4761,1162.61
28,9890,7,348.1,1360,78,15.6,57,4521,1462.63
54,121660,3,26.9,221,76,16.8,41,4359,1120.56
58,17520,3,158.1,617,77,16.4,43,4521,1263.46
83,830,4,32.2,125,77,17.9,30,4756,1107.59
54,2410,4,284.1,1110,76,17.8,27,4512,1039.26
17,5810,6,600.1,0,78,15.1,59,4627,1252.83
5,3830,2,21,1864,80,19.3,11,4951,1474.19
38,74810,3,230,899,76,16.8,41,4359,1120.56
46,41400,3,168,0,77,16.8,38,4652,1241.05
64,600,3,120.1,469,78,15.8,52,4607,1283.64
53,560,3,28.9,113,76,18.9,14,4231,1334.9
26,5520,5,200.1,781,77,19.9,5,4656,1447.84
33,31980,4,319.9,0,76,16.8,41,4359,1120.56
11,1930,1,85,332,76,16.7,39,4482,1150.77
65,140,3,32.2,125,79,19.5,8,4841,1472.46
62,490,6,122,477,77,17.3,31,4643,1076.38
16,21400,4,392.1,3202,76,18.2,22,4269,1023.09
52,1570,2,22,86,76,17.8,27,4512,1039.26
53,62330,7,530.8,3206,76,16.7,39,4482,1150.77
19,5520,6,240.2,938,80,19.3,11,4951,1474.19
47,20650,3,153.9,930,74,18,19,3993,1394.54
36,41630,4,325.1,0,76,16.8,41,4359,1120.56
57,600,4,43,168,80,19.3,11,4951,1474.19
51,490,3,32.2,125,78,15.1,59,4627,1252.83
24,8780,3,244.1,953,76,16.8,41,4359,1120.56
68,160,3,34.1,133,78,19.4,8,4437,1294.62
39,21000,1,107.9,882,77,16.2,47,4355,1210.12
60,3160,3,223.1,871,78,15.1,59,4627,1252.83
29,600,4,30.8,121,78,15.8,52,4607,1283.64
90,2460,3,29.9,117,77,16.7,44,4502,1253.8
11,490,1,63,246,76,16.8,41,4359,1120.56
45,15700,4,546.9,2137,77,17.3,33,4649,1148.89
45,49670,3,193.9,1171,77,17.9,30,4756,1107.59
47,1300,3,84,328,79,19.4,13,4642,1418.14
94,490,6,41,160,79,19.5,8,4841,1472.46
32,490,1,29.9,117,77,16.4,43,4521,1263.46
42,20,2,22,86,76,17.5,32,4518,1116.36
8,490,2,21,1850,76,17.2,36,4474,1115.61
60,8390,3,150.9,590,79,19.4,10,4738,1381.25
19,2320,3,161.1,629,75,18.3,16,4199,1141.68
62,1930,3,36.1,141,77,16.2,47,4355,1210.12
45,2490,3,34.1,133,77,17.9,30,4756,1107.59
20,2150,4,40,156,80,20,3,5022,1417.15
45,40,2,40,43,77,19.9,5,4656,1447.84
34,50,4,44,172,78,14.9,65,4524,1515.94
25,13210,3,24,196,77,16.2,47,4355,1210.12
54,600,3,144,563,77,17.3,31,4643,1076.38
29,6680,4,44,266,76,16.8,41,4359,1120.56
21,4350,4,313,1223,74,18.2,25,4253,1055.31
32,15870,3,274.9,1661,76,16.7,39,4482,1150.77
34,17640,3,181.1,1286,77,17.9,30,4756,1107.59
64,1110,4,120.1,469,76,18.9,14,4231,1334.9
67,36040,1,22,180,77,16.2,47,4355,1210.12
25,15330,3,183.1,1300,77,17.3,33,4649,1148.89
89,5520,3,25.9,102,77,19.9,5,4656,1447.84
14,1930,1,36.1,141,77,16.2,47,4355,1210.12
48,9440,6,215.9,844,76,18.9,14,4231,1334.9
6,1260,5,72.2,6364,77,16.4,43,4521,1263.46
31,12050,3,137.1,535,76,20,3,4432,1557.81
64,34940,3,96.1,784,79,18.9,10,4683,1302.41
89,18190,3,21,149,78,15.6,57,4521,1462.63
83,1570,3,25.9,102,77,18.8,14,4423,1133.43
59,1550,10,319.9,1250,79,19.4,10,4738,1381.25
62,650,13,319.9,1250,78,19.4,8,4437,1294.62
56,20130,3,117.1,457,76,20,3,4432,1557.81
53,5870,5,55.1,332,76,19.2,9,4289,1149.91
90,4890,1,27.9,169,74,18,19,3993,1394.54
72,3320,3,32.2,125,76,18.6,20,4202,1137.8
72,530,3,23,90,76,17.8,27,4512,1039.26
20,7130,2,230,899,77,16.4,43,4521,1263.46
66,250,7,176.8,692,79,19.9,5,4891,1458.74
36,1768,4,160.1,625,77,17.9,30,4756,1107.59
16,20,3,129.9,0,77,16.3,43,4537,1196.86
14,720,3,180.1,703,80,19.3,11,4951,1474.19
19,490,3,60,234,78,20.4,4,4824,1481.42
17,490,4,44,172,78,14.9,65,4524,1515.94
45,7301,3,120.1,469,76,18.9,14,4231,1334.9
46,19500,1,59.1,0,76,16.8,41,4359,1120.56
5,5910,2,202.1,14948,80,14.8,71,4637,1723.08
60,12820,2,22,86,76,16.8,41,4359,1120.56
16,50,1,60,234,78,15.8,52,4607,1283.64
87,4320,3,32.2,125,77,18.5,19,4761,1162.61
22,600,3,32.2,125,76,16.7,39,4482,1150.77
27,22520,3,359.9,0,77,16.2,47,4355,1210.12
23,600,3,24,94,77,16.2,47,4355,1210.12
6,6600,5,200.1,17760,76,16.8,41,4359,1120.56
62,90,8,160.1,625,76,17.8,27,4512,1039.26
84,3460,3,32.2,125,77,17.9,30,4756,1107.59
62,20,6,96.1,99,76,18.6,20,4202,1137.8
54,2620,3,109.9,430,77,18.5,15,4386,1102.21
53,2830,2,22,82,78,15.1,59,4627,1252.83
40,20,3,29.9,117,75,17.7,25,4277,1191.47
68,490,3,28.9,113,78,19.4,8,4437,1294.62
8,490,3,165,14652,76,17.2,36,4474,1115.61
7,2702,4,304.1,27010,74,18.2,25,4253,1055.31
59,220,3,81,316,79,18.9,10,4683,1302.41
46,70,16,319.9,1250,78,19.4,8,4437,1294.62
43,6870,4,290,0,77,16.8,38,4652,1241.05
60,4390,3,84,328,78,16,50,4568,1345.25
5,27270,3,220.1,19536,78,16,50,4568,1345.25
68,50,2,32.2,125,78,19.1,8,4599,1293.02
27,17700,14,1456,5689,76,20,3,4432,1557.81
52,44640,9,585,3532,78,20.7,0,4392,1541.35
13,490,3,162.1,633,77,18.8,14,4423,1133.43
39,24260,3,33.1,199,76,16.8,41,4359,1120.56
11,2760,2,97.1,379,74,18,19,3993,1394.54
31,1810,7,279.9,0,75,18.6,16,4198,1088.31
52,600,4,100.1,391,76,19.5,6,4317,1325.87
18,1980,3,32.2,0,78,19.1,8,4599,1293.02
14,5990,3,240.2,938,76,16.8,41,4359,1120.56
30,490,3,27.9,0,77,16.8,38,4652,1241.05
89,2800,4,44,172,78,13.4,76,4325,1558.15
16,11550,4,277.9,1086,77,16.8,38,4652,1241.05
9,3950,15,600.1,0,74,18.2,25,4253,1055.31
93,4430,2,21,127,76,18.9,14,4231,1334.9
91,4310,2,21,127,77,19.9,5,4656,1447.84
42,28760,5,138.1,1274,77,16.2,47,4355,1210.12
20,2440,3,140.1,547,77,16.2,47,4355,1210.12
5,6650,3,419.9,37296,77,16.2,47,4355,1210.12
81,1470,3,23,90,78,19.4,8,4437,1294.62
30,4580,2,149.9,586,77,16.3,43,4537,1196.86
42,2030,6,215.9,0,76,17.2,36,4474,1115.61
45,1200,4,379.9,1485,77,16.3,43,4537,1196.86
29,5010,4,160.1,0,75,18.6,16,4198,1088.31
68,15620,1,39,152,76,20,3,4432,1557.81
21,490,3,33.1,129,77,16.3,43,4537,1196.86
84,920,3,60,57,76,18.6,20,4202,1137.8
31,620,13,494.1,1930,80,19.3,11,4951,1474.19
12,6654,2,175.9,0,77,16.2,47,4355,1210.12
52,1430,2,21,82,78,15.1,59,4627,1252.83
39,60,5,105,410,76,19.5,6,4317,1325.87
50,600,2,22,86,76,17.5,32,4518,1116.36
55,57860,4,278.9,1387,76,20,3,4432,1557.81
45,1410,2,24,0,77,16.8,38,4652,1241.05
56,490,5,168,656,78,15.1,59,4627,1252.83
11,18900,3,240.2,1449,76,16.8,41,4359,1120.56
30,12900,3,28.9,113,74,18.2,25,4253,1055.31
41,600,2,21,82,79,18.9,10,4683,1302.41
64,220,4,221.1,852,79,18.9,10,4683,1302.41
85,25600,1,149,1376,76,18.2,22,4269,1023.09
17,940,3,200.1,781,75,17.7,25,4277,1191.47
